id,niveau,dimension,question,objectif,tip,tags_theme,tags_filtre,created_at,owner_id,is_public,club_id,ressources,source,ffv_level,supports,explication,accroche,a_observer,a_retenir,erreur_frequente,accroches_variantes
109,2,PROTÉGER,Quelle est la relation entre protection de l’environnement et « ressources naturelles » ?,Comprendre le lien entre protection et gestion des ressources naturelles.,"La protection de l’environnement implique de gérer durablement les ressources naturelles (eau, forêts, sols, biodiversité) afin qu’elles puissent satisfaire les besoins actuels **et futurs** sans s’épuiser","[""Protection environnement"",""Ressources naturelles"",""Développement durable""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"L'eau douce, les sols fertiles, la biodiversité ou le poisson ne sont pas des stocks infinis : ils se renouvellent, mais à un rythme limité. Protéger l'environnement, c'est justement veiller à ne pas prélever plus vite que ce rythme naturel de renouvellement, pour que ces ressources restent disponibles demain.",,,,,
11,2,COMPRENDRE,Pourquoi le rythme des marées a des incidences sur le « vivant » et les activités humaines ?,Comprendre l'interaction marées-biodiversité-activités.,"Les pêcheurs, les oiseaux, les algues... tout le monde vit au rythme des marées.","[""biodiversite_saisonnalite"",""activites_humaines""]","[""marée"",""écosystème""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Chaque espèce de l'estran a appris à vivre avec l'alternance immersion/émersion : certaines se nourrissent à marée basse, d'autres se reproduisent à marée haute. Les activités humaines suivent le même rythme : horaires de pêche, accès aux ports, sorties en mer.",,,,,
110,2,PROTÉGER,Pourquoi la gestion des déchets plastiques est-elle un enjeu majeur ?,Expliquer l'importance de la gestion des déchets plastiques.,"Parce que les plastiques non recyclés polluent l’eau, les sols, et les écosystèmes, en particulier marins","[""Déchets plastiques"",""Pollution marine"",""Environnement""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Un plastique jeté en mer met des décennies, parfois des siècles, à se dégrader complètement. En se fragmentant, il devient microplastique, ingéré par le plancton puis par toute la chaîne alimentaire — jusqu'aux poissons que nous consommons.",,,,,
111,2,PROTÉGER,Pourquoi le littoral normand est-il considéré comme « un territoire à forts enjeux de biodiversité » ?,Identifier les raisons de la richesse de la biodiversité du littoral normand.,"Parce qu’il combine **entre mer, littoral, plaine et bocage** un ensemble de milieux diversifiés qui se trouvent dans un état d’équilibre fragile entre usages humains et nature","[""Biodiversité"",""Littoral normand"",""Enjeux environnementaux""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Sur un territoire restreint, la Normandie combine mer, littoral, plaine et bocage — une diversité de milieux rare, mais fragile, car ces espaces sont aussi parmi les plus prisés pour l'habitat, l'agriculture et le tourisme. D'où un équilibre constant à trouver entre usages humains et préservation.",,,,,
112,2,PROTÉGER,Quel réseau de protection existe en Normandie pour les milieux naturels incluant des parties marines ?,Connaître les dispositifs de protection marine en Normandie.,Le réseau **Natura 2000** compte en Normandie 94 sites dont **34 sites avec une partie marine**. Ces zones contribuent à protéger des habitats et des espèces marines ou littorales.,"[""Protection marine"",""Natura 2000"",""Normandie""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Le réseau Natura 2000 compte 94 sites en Normandie, dont 34 intègrent une partie marine — zones littorales, estuaires, bancs de sable. Ce classement encadre les activités humaines sur ces espaces pour protéger les habitats et les espèces qui en dépendent, sans forcément les interdire au public.",,,,,
113,4,COMPRENDRE,Comment la topographie côtière ou la configuration locale peuvent-elles affecter l’état de la mer ?,Expliquer l'influence de la géographie côtière sur l'état de la mer.,"Une baie fermée ou un cap exposé modifient la façon dont la houle entre, les courants, et la vitesse du vent. Une pente douce ou un récif proche peuvent amplifier les vagues","[""État de la mer"",""Topographie côtière"",""Phénomènes physiques""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Une baie abritée amortit la houle, un cap exposé l'amplifie. Un fond qui remonte doucement lisse les vagues, un haut-fond ou un récif proche du rivage les fait au contraire cabrer et déferler plus fort. Chaque configuration locale change complètement l'état de la mer.",,,,,
114,4,COMPRENDRE,Quels sont les trois critères principaux pour classer les nuages ?,Détailler les critères de classification des nuages.,"Le **niveau d’altitude** (bas, moyen, haut), la **forme** (cumulo- : en amas, strato- : en couches, cirro- : élevé/filamenteux) et la **capacité de précipitation** (par exemple les « nimbus »). Connaître ces critères permet d’identifier rapidement un type de nuage","[""Nuages"",""Classification""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Les météorologues classent les nuages selon trois critères complémentaires : leur altitude (bas, moyen, haut), leur forme (en couches, en amas, filamenteux) et leur capacité à donner de la pluie. Combinés, ces critères permettent d'identifier un nuage et d'anticiper le temps qu'il annonce.",,,,,
115,4,COMPRENDRE,Quel type de nuage indique souvent des orages ou des conditions instables ?,Identifier le nuage annonciateur d'orages.,"Le nuage Cumulonimbus : développement vertical important, capable de produire pluie intense, grêle, tonnerre.","[""Nuages"",""Orages"",""Météo""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Le cumulonimbus est reconnaissable à son développement vertical impressionnant, parfois jusqu'à 12 km de haut, en forme d'enclume à son sommet. C'est le nuage responsable des orages, de la grêle et des rafales violentes — à éviter absolument en mer.",,,,,
116,4,COMPRENDRE,Qu’est-ce que « la phénologie de la migration » et comment celle-ci évolue en Normandie ?,Définir la phénologie de la migration et son évolution en Normandie.,"La phénologie de la migration désigne le moment (date) auquel les oiseaux migrateurs commencent ou terminent leur migration. En Normandie, par exemple, certaines hirondelles et martinets arrivent ~18 jours plus tôt qu’il y a 50 ans","[""Migrations"",""Oiseaux migrateurs"",""Phénologie""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"La phénologie, c'est le calendrier naturel des migrations : dates d'arrivée et de départ. Le suivi mené depuis les années 1980 par les ornithologues normands montre un décalage progressif de ce calendrier, différent selon les espèces — certaines avancent leur passage, d'autres le retardent.",,,,,
117,4,COMPRENDRE,Comment le changement climatique peut-il influencer les migrations d’oiseaux en Normandie ?,Expliquer l'impact du changement climatique sur les migrations.,"Il peut modifier les dates de départ ou d’arrivée (phénologie), la répartition des espèces, ou la durée d’hivernage. Exemple : les hirondelles arrivent plus tôt.","[""Changement climatique"",""Migrations"",""Oiseaux migrateurs""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Un climat plus doux plus tôt dans l'année pousse certains oiseaux à avancer leur retour, pour profiter d'une période favorable qui commence plus tôt. Mais toutes les espèces ne s'adaptent pas au même rythme, ce qui peut créer un décalage entre l'arrivée des oiseaux et la disponibilité de leur nourriture habituelle.",,,,,
118,4,COMPRENDRE,Quel est le rôle des courants marins dans la distribution des nutriments dans l’océan ?,Comprendre l'importance des courants marins pour les nutriments.,"Les courants transportent de l’eau riche en nutriments depuis les profondeurs ou les zones fertiles vers la surface ou vers d’autres régions, permettant à la chaîne alimentaire de prospérer","[""Courants marins"",""Nutriments"",""Océanographie""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"En profondeur, l'eau est froide et chargée en nutriments accumulés au fil du temps. Certains courants la font remonter vers la surface (upwelling) : le phytoplancton peut alors s'en nourrir et prospérer, nourrissant à son tour toute la chaîne alimentaire.",,,,,
119,4,COMPRENDRE,Quels sont les trois grands facteurs qui entraînent les courants de surface ?,Identifier les facteurs moteurs des courants de surface.,"Le vent, la rotation de la Terre (effet de Coriolis) et la forme des côtes / fonds marins","[""Courants marins"",""Facteurs"",""Océanographie""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"À la surface, le vent pousse l'eau ; en profondeur, la rotation de la Terre (effet Coriolis) dévie sa trajectoire ; et la forme des côtes et des fonds marins canalise ou détourne ce mouvement. Les trois s'additionnent pour dessiner les grands courants de surface.",,,,,
12,3,COMPRENDRE,Comment les marées de mortes eaux et de vives eaux influent sur le « vivant » et les activités humaines ?,Comprendre l'impact des différents cycles de marée.,Certaines espèces ne se reproduisent qu'en période de vives-eaux.,"[""biodiversite_saisonnalite"",""activites_humaines""]","[""marée"",""coefficient"",""écosystème""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"En vive-eau, l'estran découvre très loin et les courants sont puissants : certaines espèces synchronisent justement leur ponte sur ces grandes marées pour que leurs larves profitent d'un fort courant de dispersion. En morte-eau, l'amplitude réduite offre au contraire des conditions plus calmes pour d'autres activités.",,,,,
120,1,OBSERVER,Avant de s’engager sur l’eau quel comportement d’observation est recommandé ?,Décrire le protocole d'observation pré-activité nautique.,"Prendre quelques minutes pour observer : la mer depuis le rivage, noter la fréquence des vagues grandes (sets), voir où elles cassent, identifier zones plus calmes (canaux), et vérifier que les conditions correspondent à ce que vous pouvez gérer","[""Observation"",""Sécurité nautique"",""Préparation"",""lecture_paysage"",""reperes_spatio_temporels""]","[""courant"",""coefficient"",""vocabulaire"",""marée""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Avant d'entrer dans l'eau, quelques minutes d'observation depuis le rivage suffisent souvent à éviter un problème : repérer la fréquence des grosses séries de vagues, où elles cassent, s'il existe une zone plus calme pour sortir en cas de besoin, et si l'ensemble correspond bien à son propre niveau.",,,,,
121,4,OBSERVER,Quelle alerte visuelle peut indiquer une montée rapide du vent ou un changement de conditions maritimes ?,Identifier les signes visuels d'un changement rapide des conditions maritimes.,"Par exemple : drapeaux qui se dressent, mousse étendue à la surface, nuages d’orage qui arrivent, diminution soudaine de visibilité. Ces signes indiquent de renforcer la vigilance ou de différer la sortie","[""Alertes météo"",""Sécurité nautique"",""Observation""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Certains signaux annoncent un changement rapide des conditions : des drapeaux qui se raidissent d'un coup, de l'écume qui s'étend sur l'eau, des nuages sombres qui approchent vite, ou l'horizon qui devient soudain flou. Ces signes doivent pousser à renforcer la vigilance, voire à différer la sortie.",,,,,
122,4,OBSERVER,Quelle différence principale existe entre une houle et une vague de vent  ?,Distinguer houle et vague de vent.,"Une vague de vent est générée localement par le vent soufflant à proximité / dans la même zone, alors qu’une houle a voyagé hors de la zone de génération, le vent local ne la contrôle plus directement. **Commentaire** : On peut souvent reconnaître une houle à ses longues périodes d’onde et sa régularité.","[""Houle"",""Vagues"",""Différences""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Une vague de vent naît et meurt sur place, sous le contrôle direct du vent local : elle s'arrête dès qu'il tombe. Une houle, elle, continue son chemin bien après que le vent qui l'a créée a cessé de souffler, parfois à des centaines de kilomètres de sa zone d'origine.",,,,,
123,4,OBSERVER,Quel rôle joue l’orientation (direction) de la houle pour une plage ou un spot côtier ?,Comprendre l'influence de l'orientation de la houle.,"L’angle d’arrivée de la houle par rapport à la côte influence comment les vagues vont « prendre » la côte : une houle bien orientée face au littoral aura plus de potentiel pour produire de bonnes vagues, tandis qu’une houle venant de travers peut être moins efficace ou dégradée","[""Houle"",""Vagues"",""Orientation""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Une houle qui arrive de face sur une plage concentre son énergie directement sur le rivage. Une houle qui arrive de biais perd une partie de cette énergie en glissant le long de la côte — ce qui change fortement la taille et la qualité des vagues d'un spot à un autre, même avec la même houle au large.",,,,,
124,4,OBSERVER,Pourquoi est-il utile de connaître les conditions de houle avant une activité nautique ou littorale ?,Expliquer l'importance de connaître les conditions de houle.,"Parce que la houle influence la hauteur des vagues, la période, l’énergie transmise, le moment d’arrivée des séries de vagues, et donc la sécurité (ex : pour baignade, surf, navigation) et l’érosion côtière. Même par vent calme, une grande houle lointaine peut provoquer des vagues puissantes ou des surcôtes","[""Houle"",""Sécurité nautique"",""Érosion côtière""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Une houle générée par une tempête lointaine peut arriver sur une côte totalement calme et sans vent local, provoquant des vagues fortes et inattendues, voire une érosion accélérée. Se fier uniquement au temps qu'il fait sur place, sans vérifier la houle, peut donc être trompeur.",,,,,
125,4,PROTÉGER,Quel est le lien entre consommation responsable et sensibilisation à l’environnement ?,Établir le lien entre consommation responsable et sensibilisation environnementale.,"Une personne sensibilisée fait des choix plus responsables (produits durables, moins de déchets, consommation raisonnée) ce qui réduit l’impact environnemental","[""Consommation responsable"",""Sensibilisation"",""Environnement""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Comprendre pourquoi un geste compte pousse naturellement à mieux choisir ce qu'on achète : privilégier un produit réparable, refuser un emballage inutile, réduire sa consommation de plastique. La sensibilisation nourrit les choix, et les choix répétés finissent par peser sur les pratiques des entreprises elles-mêmes.",,,,,
126,4,PROTÉGER,Quelle est la différence entre sensibilisation et action environnementale ?,Distinguer sensibilisation et action environnementale.,"La sensibilisation concerne la prise de conscience et l’information ; l’action est l’application concrète (changer des habitudes, participer à des initiatives).","[""Sensibilisation"",""Action environnementale""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Savoir qu'un problème existe ne suffit pas à le résoudre : c'est le pas suivant, celui de changer concrètement une habitude ou de participer à une initiative, qui produit un effet réel. Les deux sont complémentaires, mais l'un ne remplace jamais l'autre.",,,,,
127,4,PROTÉGER,Pourquoi dit-on parfois qu’« il n’est pas trop tard » pour agir en matière de climat et environnement ?,Expliquer l'espoir d'action face aux défis climatiques.,"Parce que même si certains effets du changement sont déjà irréversibles, la réduction des émissions, l’adaptation et les transitions vers des modes de vie plus durables peuvent limiter les risques futurs et améliorer la résilience des sociétés","[""Changement climatique"",""Action environnementale"",""Résilience""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],Certains effets du changement climatique sont déjà engagés et ne peuvent plus être totalement annulés. Mais l'ampleur des dégâts futurs dépend encore largement des décisions prises aujourd'hui : réduire les émissions et s'adapter maintenant limite les risques les plus graves de demain.,,,,,
128,4,PROTÉGER,Pourquoi la présence de mammifères marins en Normandie est-elle un sujet de suivi et de préoccupation ?,Comprendre l'importance du suivi des mammifères marins comme indicateurs écologiques.,"Parce que ces espèces sont souvent situées au sommet de la chaîne trophique, sont sensibles aux modifications de leur milieu (pollution, bruit sous-marin, changement climatique) et leur état permet d’évaluer l’état global de l’écosystème marin. Leur suivi est donc une forme de “sentinelle” pour la biodiversité marine.","[""Mammifères marins"",""Biodiversité marine"",""Indicateurs écologiques"",""Pollution""]",[],2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Les mammifères marins occupent le sommet de la chaîne alimentaire marine et vivent longtemps : ils accumulent donc dans leur organisme les effets d'une pollution ou d'une dégradation du milieu sur plusieurs années. Leur suivi permet ainsi de repérer des signaux d'alerte pour tout l'écosystème, bien avant qu'ils ne deviennent visibles ailleurs.",,,,,
13,1,OBSERVER,Comment sait-on que l'eau monte et descend ?,"Identifier des repères visuels simples (rochers, poteaux) pour voir la marée.",Choisissez un point fixe et regardez le niveau de l'eau par rapport à lui à 5 minutes d'intervalle.,"[""lecture_paysage""]","[""marée"",""repères visuels""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"À l'œil nu, la marée est trop lente pour se voir en direct — il faut comparer le niveau de l'eau à un repère fixe (rocher, poteau) à quelques minutes d'intervalle pour voir la différence.",,,,,
14,1,OBSERVER,Comment sait-on jusqu'où la mer va monter ?,Repérer la laisse de haute mer pour anticiper le niveau d'eau.,"La ligne de débris (algues, bois...) laissée par la dernière marée haute est le meilleur indice.","[""lecture_paysage"",""impact_presence_humaine""]","[""marée"",""laisse de mer"",""repères visuels""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"La ligne de débris déposée par la mer (laisse de mer) marque exactement le niveau atteint par la dernière marée haute. En repérant cette ligne dès l'arrivée, on sait jusqu'où l'eau est déjà montée aujourd'hui — et donc jusqu'où elle risque de monter encore.",,,,,
15,2,OBSERVER,Comment savoir où poser mon matériel quand j'arrive sur l'estran ?,Adapter sa pratique en observant la marée pour des raisons de sécurité.,Regardez toujours la laisse de mer et mettez vos affaires plus haut !,"[""lecture_paysage"",""cohabitation_vivant""]","[""marée"",""sécurité""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"La laisse de mer d'aujourd'hui n'indique que la marée précédente : si le coefficient augmente, la mer montera plus haut que la fois d'avant. Poser ses affaires nettement au-dessus de cette ligne évite la mauvaise surprise du matériel emporté.",,,,,
16,1,PROTÉGER,Pourquoi respecter les zones de reproduction selon les cycles de marée ?,Comprendre que certaines zones de l'estran sont des nurseries.,Des milliers d'oeufs ou de bébés animaux peuvent être cachés sous vos pieds.,"[""cohabitation_vivant""]","[""zone sensible"",""marée""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"L'estran découvert à marée basse abrite des œufs, des larves et de jeunes animaux enfouis dans le sable ou cachés sous les rochers. Un pas suffit parfois à écraser une ponte entière — invisible mais bien présente sous la surface.",,,,,
17,1,COMPRENDRE,Comment se forme le vent ?,Comprendre les bases des différences de pression atmosphérique.,Le vent est juste de l'air qui se déplace d'une zone de 'haute pression' (beaucoup d'air) à une zone de 'basse pression' (peu d'air).,"[""interactions_climatiques""]","[""vent"",""météo""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"L'air se déplace toujours d'une zone où il y en a beaucoup (haute pression) vers une zone où il y en a moins (basse pression), un peu comme l'air qui s'échappe d'un ballon. Plus l'écart de pression est grand, plus le vent souffle fort.",,,,,
18,1,COMPRENDRE,Qu'est-ce qu'une brise thermique ?,Comprendre le phénomène de vent local lié à l'échauffement de la terre.,"En journée, la terre chauffe plus vite que la mer. L'air chaud de la terre monte, et l'air frais de la mer prend sa place.","[""interactions_climatiques""]","[""vent"",""météo"",""thermique""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"En journée, la terre chauffe plus vite que la mer. L'air chaud au-dessus du sol monte, laissant la place à l'air plus frais venu du large : c'est la brise de mer, qui se lève souvent en début d'après-midi. La nuit, le phénomène s'inverse (brise de terre).",,,,,
19,2,COMPRENDRE,Comment le vent influence-t-il les activités nautiques ?,Comprendre la relation entre force/direction du vent et la pratique.,"Un vent de terre peut vous éloigner du bord, un vent de mer peut rendre la rentrée difficile.","[""interactions_climatiques"",""activites_humaines""]","[""vent"",""sécurité""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Un vent de terre pousse vers le large sans qu'on s'en rende toujours compte près du bord, ce qui peut rendre le retour difficile ou impossible en pagayant. Un vent de mer, à l'inverse, peut créer du clapot juste devant la plage et compliquer une sortie de l'eau.",,,,,
2,1,COMPRENDRE,Comment connaît-on les heures de marée ?,"Savoir qu'il existe des outils (annuaires, applications) pour connaître les horaires.",Les cycles sont si réguliers qu'on peut les calculer des années à l'avance.,"[""reperes_spatio_temporels""]","[""marée""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Les marées suivent un cycle astronomique parfaitement régulier, calculable à l'avance. Le SHOM (Service Hydrographique et Océanographique de la Marine) publie des annuaires officiels donnant les horaires pour tous les ports français, des années à l'avance.",,,,,
20,1,OBSERVER,Comment repère-t-on d'où vient le vent ?,Identifier des indices visuels pour déterminer la direction du vent.,"Regardez les drapeaux, la fumée, les rideaux d'eau sur la mer, ou même mettez votre doigt mouillé en l'air !","[""lecture_paysage""]","[""vent"",""repères visuels""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Le vent laisse des traces visibles : un drapeau qui claque, de la fumée qui dérive, des rides sur l'eau. Tous pointent dans la direction où le vent souffle — il suffit de remonter le fil.",,,,,
